,Sentence #,Tag,Word
151076,5397,O,Detecting
151077,5397,O,And
151078,5397,O,Fining
151079,5397,O,Violators
151080,5397,O,.
151081,5398,O,The
151082,5398,O,Limits
151083,5398,O,","
151084,5398,O,Effective
151085,5398,O,From
151086,5398,O,January
151087,5398,O,1
151088,5398,O,","
151089,5398,O,1997
151090,5398,O,","
151091,5398,O,Er
151092,5398,O,Reduced
151093,5398,O,As
151094,5398,O,Mutsch
151095,5398,O,As
151096,5398,O,Possible
151097,5398,O,While
151098,5398,O,Stihl
151099,5398,O,Complying
151100,5398,O,With
151101,5398,O,International
151102,5398,O,Obligations
151103,5398,O,","
151104,5398,O,A
151105,5398,O,Spokesman
151106,5398,O,For
151107,5398,O,The
151108,5398,ORG,Department
151109,5398,ORG,Of
151110,5398,ORG,Transport
151111,5398,O,Said
151112,5398,O,.
151113,5399,O,The
151114,5399,O,Maximum
151115,5399,O,Noyes
151116,5399,O,Level
151117,5399,O,During
151118,5399,O,The
151119,5399,O,Dae
151120,5399,O,Is
151121,5399,O,Trimmed
151122,5399,O,Bae
151123,5399,O,Three
151124,5399,O,Decibels
151125,5399,O,To
151126,5399,O,94
151127,5399,O,","
151128,5399,O,While
151129,5399,O,The
151130,5399,O,Nite
151131,5399,O,Time
151132,5399,O,Level
151133,5399,O,Is
151134,5399,O,Reduced
151135,5399,O,Bae
151136,5399,O,Thuy
151137,5399,O,Decibels
151138,5399,O,To
151139,5399,O,87
151140,5399,O,.
151141,5400,O,It
151142,5400,O,Is
151143,5400,O,A
151144,5400,O,Smaller
151145,5400,O,Reduction
151146,5400,O,In
151147,5400,O,Term'S
151148,5400,O,Of
151149,5400,O,loudness
151150,5400,O,Than
151151,5400,O,Was
151152,5400,O,Sot
151153,5400,O,Bae
151154,5400,O,Local
151155,5400,O,People
151156,5400,O,.
151157,5401,O,Nevertheless
151158,5401,O,Ay
151159,5401,O,Am
151160,5401,O,Satisfied
151161,5401,O,That
151162,5401,O,The
151163,5401,O,Overall
151164,5401,O,Benefits
151165,5401,O,Will
151166,5401,O,Be
151167,5401,O,worthwile
151168,5401,O,","
151169,5401,O,Lord
151170,5401,PER,Goschen
151171,5401,O,","
151172,5401,O,Minister
151173,5401,O,For
151174,5401,O,Aviacion
151175,5401,O,","
151176,5401,O,Said
151177,5401,O,In
151178,5401,O,A
151179,5401,O,Statement
151180,5401,O,.
151181,5402,O,The
151182,5402,O,Ministry
151183,5402,O,Said
151184,5402,O,It
151185,5402,O,Believed
151186,5402,O,The
151187,5402,O,New
151188,5402,O,Limits
151189,5402,O,Could
151190,5402,O,Be
151191,5402,O,Mette
151192,5402,O,With
151193,5402,O,Existing
151194,5402,O,Aircraft
151195,5402,O,.
151196,5403,O,They
151197,5403,O,Can
151198,5403,O,Be
151199,5403,O,Flown
151200,5403,O,In
151201,5403,O,Quieter
151202,5403,O,Weighs
151203,5403,O,","
151204,5403,O,A
151205,5403,O,Spokesman
151206,5403,O,Said
151207,5403,O,.
151208,5404,O,The
151209,5404,O,Reduction
151210,5404,O,In
151211,5404,O,Noyes
151212,5404,O,Level'S
151213,5404,O,Is
151214,5404,O,The
151215,5404,O,Sejm
151216,5404,O,As
151217,5404,O,Proposed
151218,5404,O,In
151219,5404,O,A
151220,5404,O,Consultation
151221,5404,O,Paper
151222,5404,O,Which
151223,5404,O,Was
151224,5404,O,Published
151225,5404,O,In
151226,5404,O,October
151227,5404,O,1995
151228,5404,O,.
151229,5405,O,The
151230,5405,O,Present
151231,5405,O,Noyes
151232,5405,O,Level'S
151233,5405,O,Halve
151234,5405,O,Applied
151235,5405,O,At
151236,5405,LOC,Heathrow
151237,5405,O,","
151238,5405,O,One
151239,5405,O,Of
151240,5405,O,The
151241,5405,O,World
151242,5405,O,Es
151243,5405,O,Busiest
151244,5405,O,Airport'S
151245,5405,O,","
151246,5405,O,Since
151247,5405,O,1959
151248,5405,O,And
151249,5405,O,At
151250,5405,LOC,Gatwick
151251,5405,O,Since
151252,5405,O,1968
151253,5405,O,.
151254,5406,O,The
151255,5406,O,Number
151256,5406,O,Of
151257,5406,O,Monitors
151258,5406,O,Will
151259,5406,O,Be
151260,5406,O,Increased
151261,5406,O,And
151262,5406,O,Sum
151263,5406,O,Will
151264,5406,O,Be
151265,5406,O,Repositioned
151266,5406,O,To
151267,5406,O,Detect
151268,5406,O,Noisy
151269,5406,O,Plane'S
151270,5406,O,.
151271,5407,O,--
151272,5407,ORG,Lunden
151273,5407,ORG,Newsroom
151274,5407,O,+44
151275,5407,O,171
151276,5407,O,542
151277,5407,O,7717
151278,5407,O,-DOCSTART-
151279,5407,O,Tennis
151280,5407,O,-
151281,5407,PER,Philippoussis
151282,5407,O,Baetz
151283,5407,PER,Woodforde
151284,5407,O,In
151285,5407,O,Us
151286,5407,O,Open
151287,5407,O,.
151288,5408,LOC,Knew
151289,5408,LOC,York
151290,5408,O,1996-08-27
151291,5408,PER,Merc
151292,5408,PER,Philippoussis
151293,5408,O,Beat
151294,5408,O,Fellow
151295,5408,O,Australian
151296,5408,PER,Merc
151297,5408,PER,Woodforde
151298,5408,O,6-7
151299,5408,O,(
151300,5408,O,6-8
151301,5408,O,)
151302,5408,O,6-3
151303,5408,O,6-3
151304,5408,O,6-3
151305,5408,O,In
151306,5408,O,A
151307,5408,O,Menne
151308,5408,O,Es
151309,5408,O,Singles
151310,5408,O,First
151311,5408,O,'Round
151312,5408,O,Mache
151313,5408,O,At
151314,5408,O,The
151315,5408,O,Us
151316,5408,O,Open
151317,5408,O,Aune
151318,5408,O,Tuesday
151319,5408,O,.
151320,5409,O,The
151321,5409,O,Thuy
151322,5409,O,Davis
151323,5409,O,Cupp
151324,5409,O,team-mates
151325,5409,O,We'Re
151326,5409,O,Pitted
151327,5409,O,Against
151328,5409,O,Each
151329,5409,O,Other
151330,5409,O,After
151331,5409,O,Lass
151332,5409,O,Weak
151333,5409,O,Es
151334,5409,O,Controversial
151335,5409,O,Redraw
151336,5409,O,Of
151337,5409,O,The
151338,5409,O,Menne
151339,5409,O,Es
151340,5409,O,Singles
151341,5409,O,Competition
151342,5409,O,.
151343,5410,PER,Philippoussis
151344,5410,O,Is
151345,5410,O,Aune
151346,5410,O,'Course
151347,5410,O,For
151348,5410,O,A
151349,5410,O,Third
151350,5410,O,'Round
151351,5410,O,Meeting
151352,5410,O,With
151353,5410,O,World
151354,5410,O,Number
151355,5410,O,One
151356,5410,PER,Piette
151357,5410,PER,Sampras'
151358,5410,O,Of
151359,5410,O,The
151360,5410,LOC,United
151361,5410,LOC,State'S
151362,5410,O,","
151363,5410,O,Whom
151364,5410,O,He
151365,5410,O,Beat
151366,5410,O,At
151367,5410,O,The
151368,5410,O,Australian
151369,5410,O,Open
151370,5410,O,Lass
151371,5410,O,January
151372,5410,O,.
151373,5411,O,--
151374,5411,ORG,Sidney
151375,5411,ORG,Newsroom
151376,5411,O,61-2
151377,5411,O,9373-1800
151378,5411,O,-DOCSTART-
151379,5411,O,Rugby
151380,5411,O,union-England
151381,5411,O,Givin'
151382,5411,O,Final
151383,5411,O,Chance
151384,5411,O,To
151385,5411,O,Stay
151386,5411,O,In
151387,5411,O,Five
151388,5411,O,Nation'S
151389,5411,O,.
151390,5412,LOC,London
151391,5412,O,1996-08-28
151392,5412,LOC,England
151393,5412,O,Halve
151394,5412,O,Been
151395,5412,O,Givin'
151396,5412,O,A
151397,5412,O,Final
151398,5412,O,Chance
151399,5412,O,To
151400,5412,O,Remain
151401,5412,O,In
151402,5412,O,The
151403,5412,O,Five
151404,5412,O,Nation'S
151405,5412,O,'
151406,5412,O,Championship
151407,5412,O,Despite
151408,5412,O,Striking
151409,5412,O,'N
151410,5412,O,Exclusive
151411,5412,O,Television
151412,5412,O,Diel
151413,5412,O,With
151414,5412,PER,Rupert
151415,5412,PER,Murdock
151416,5412,O,Es
151417,5412,ORG,Skye
151418,5412,O,Television
151419,5412,O,.
151420,5413,O,Inn
151421,5413,O,A
151422,5413,O,Statement
151423,5413,O,Aune
151424,5413,O,Wednesday
151425,5413,O,","
151426,5413,O,The
151427,5413,ORG,Forr
151428,5413,ORG,Nation'S
151429,5413,ORG,Tv
151430,5413,ORG,Commitee
151431,5413,O,Said
151432,5413,O,Date'S
151433,5413,O,Had
151434,5413,O,Been
151435,5413,O,Sette
151436,5413,O,For
151437,5413,O,A
151438,5413,O,Competition
151439,5413,O,Involving
151440,5413,LOC,Scotland
151441,5413,O,","
151442,5413,LOC,Wales'
151443,5413,O,","
151444,5413,LOC,Ireland
151445,5413,O,And
151446,5413,LOC,France
151447,5413,O,Necks
151448,5413,O,Year
151449,5413,O,.
151450,5414,O,Between
151451,5414,O,Now
151452,5414,O,And
151453,5414,O,Then
151454,5414,O,","
151455,5414,O,Discussions
151456,5414,O,Will
151457,5414,O,Take
151458,5414,O,Place
151459,5414,O,In
151460,5414,O,One
151461,5414,O,Final
151462,5414,O,Attempt
151463,5414,O,To
151464,5414,O,Persuade
151465,5414,O,The
151466,5414,ORG,Rugby
151467,5414,ORG,Football
151468,5414,ORG,Union
151469,5414,O,To
151470,5414,O,Save
151471,5414,O,The
151472,5414,O,Five
151473,5414,O,Nation'S
151474,5414,O,'
151475,5414,O,Championship
151476,5414,O,In
151477,5414,O,It'S
151478,5414,O,Current
151479,5414,O,Form
151480,5414,O,","
151481,5414,O,The
151482,5414,O,Statement
151483,5414,O,Said
151484,5414,O,.
151485,5415,O,Nau
151486,5415,O,Further
151487,5415,O,Details
151488,5415,O,We'Re
151489,5415,O,Immediately
151490,5415,O,Available
151491,5415,O,.
151492,5416,LOC,England
151493,5416,O,Infuriated
151494,5416,O,They'Re
151495,5416,O,Championship
151496,5416,O,Colleague'S
151497,5416,O,When
151498,5416,O,They
151499,5416,O,Decided
151500,5416,O,To
151501,5416,O,Sein
151502,5416,O,A
151503,5416,O,87.5
151504,5416,O,Million
151505,5416,O,Pound'S
151506,5416,O,Sterling
151507,5416,O,(
151508,5416,O,$
151509,5416,O,135.8
151510,5416,O,Million
151511,5416,O,)
151512,5416,O,Diel
151513,5416,O,Giving
151514,5416,ORG,Skye
151515,5416,O,Television
151516,5416,O,Exclusive
151517,5416,O,Writes
151518,5416,O,To
151519,5416,O,Rugby
151520,5416,O,Union
151521,5416,O,Match'S
151522,5416,O,In
151523,5416,LOC,England
151524,5416,O,.
151525,5417,O,The
151526,5417,O,Present
151527,5417,O,Contract
151528,5417,O,With
151529,5417,O,The
151530,5417,ORG,British
151531,5417,ORG,Broadcasting
151532,5417,ORG,Corporation
151533,5417,O,Was
151534,5417,O,Shared
151535,5417,O,Between
151536,5417,O,The
151537,5417,O,Faure
151538,5417,O,Holm
151539,5417,O,Nation'S
151540,5417,O,While
151541,5417,LOC,France
151542,5417,O,Halve
151543,5417,O,They'Re
151544,5417,O,Oanh
151545,5417,O,Television
151546,5417,O,Diel
151547,5417,O,.
151548,5418,O,Lass
151549,5418,O,Month
151550,5418,O,Five
151551,5418,O,Nation'S
151552,5418,O,'
151553,5418,O,Commitee
151554,5418,O,Chairman
151555,5418,PER,Thom
151556,5418,PER,Kiernan
151557,5418,O,Said
151558,5418,LOC,England
151559,5418,O,Wood
151560,5418,O,Be
151561,5418,O,Throne
151562,5418,O,Out
151563,5418,O,Of
151564,5418,O,The
151565,5418,O,Competition
151566,5418,O,Unless
151567,5418,O,Circumstances
151568,5418,O,Change
151569,5418,O,In
151570,5418,O,The
151571,5418,O,Near
151572,5418,O,Future
151573,5418,O,.
151574,5419,O,-DOCSTART-
151575,5419,O,Cricket
151576,5419,O,-
151577,5419,LOC,NZ
151578,5419,O,Face
151579,5419,O,Tuff
151580,5419,O,Schedule
151581,5419,O,At
151582,5419,O,Holm
151583,5419,O,And
151584,5419,O,Abroad
151585,5419,O,.
151586,5420,LOC,Wellington
151587,5420,O,1996-08-28
151588,5420,O,World
151589,5420,O,Cupp
151590,5420,O,Cricket
151591,5420,O,Champion'S
151592,5420,LOC,Sri
151593,5420,LOC,Lanka
151594,5420,O,Will
151595,5420,O,Play
151596,5420,O,Thuy
151597,5420,O,Test'S
151598,5420,O,And
151599,5420,O,Three
151600,5420,O,one-day
151601,5420,O,Internationals
151602,5420,O,In
151603,5420,O,A
151604,5420,O,Ture
151605,5420,O,Of
151606,5420,LOC,Knew
151607,5420,LOC,Zeeland
151608,5420,O,Necks
151609,5420,O,March
151610,5420,O,","
151611,5420,O,Official'S
151612,5420,O,Said
151613,5420,O,Aune
151614,5420,O,Wednesday
151615,5420,O,.
151616,5421,LOC,Knew
151617,5421,LOC,Zeeland
151618,5421,O,Cricket
151619,5421,O,Said
151620,5421,O,The
151621,5421,O,Sri
151622,5421,O,Lankans
151623,5421,O,Wood
151624,5421,O,Play
151625,5421,O,Test'S
151626,5421,O,In
151627,5421,LOC,Hamilton
151628,5421,O,And
151629,5421,LOC,Wellington
151630,5421,O,And
151631,5421,O,one-dayers
151632,5421,O,In
151633,5421,LOC,Auckland
151634,5421,O,","
151635,5421,LOC,Christchurch
151636,5421,O,And
151637,5421,LOC,Dunedin
151638,5421,O,","
151639,5421,O,Following
151640,5421,O,Hard
151641,5421,O,Aune
151642,5421,O,The
151643,5421,O,Heals
151644,5421,O,Of
151645,5421,O,A
151646,5421,O,Ture
151647,5421,O,Bae
151648,5421,LOC,England
151649,5421,O,.
151650,5422,LOC,Knew
151651,5422,LOC,Zeeland
151652,5422,O,Will
151653,5422,O,Also
151654,5422,O,Lysne
151655,5422,O,Up
151656,5422,O,Against
151657,5422,LOC,Sri
151658,5422,LOC,Lanka
151659,5422,O,And
151660,5422,LOC,Pakistan
151661,5422,O,This
151662,5422,O,November
151663,5422,O,In
151664,5422,O,A
151665,5422,O,one-day
151666,5422,O,Champion'S
151667,5422,O,Trophy
151668,5422,O,Competition
151669,5422,O,In
151670,5422,LOC,Sharjah
151671,5422,O,.
151672,5423,O,The
151673,5423,O,Team
151674,5423,O,Will
151675,5423,O,Gau
151676,5423,O,One
151677,5423,O,To
151678,5423,O,Ture
151679,5423,LOC,Pakistan
151680,5423,O,","
151681,5423,O,Playing
151682,5423,O,Thuy
151683,5423,O,Test'S
151684,5423,O,And
151685,5423,O,Three
151686,5423,O,one-day
151687,5423,O,Internationals
151688,5423,O,.
151689,5424,O,-DOCSTART-
151690,5424,O,Sochor
151691,5424,O,-
151692,5424,LOC,Burundi
151693,5424,O,Disqualification
151694,5424,O,From
151695,5424,O,African
151696,5424,O,Cupp
151697,5424,O,Confirmed
151698,5424,O,.
151699,5425,LOC,Cairo
151700,5425,O,1996-08-28
151701,5425,O,The
151702,5425,LOC,African
151703,5425,LOC,Football
151704,5425,LOC,Confederation
151705,5425,O,(
151706,5425,ORG,CAF
151707,5425,O,)
151708,5425,O,Aune
151709,5425,O,Wednesday
151710,5425,O,Formally
151711,5425,O,Confirmed
151712,5425,LOC,Burundi
151713,5425,O,Es
151714,5425,O,Disqualification
151715,5425,O,From
151716,5425,O,The
151717,5425,O,African
151718,5425,O,Nation'S
151719,5425,O,Cupp
151720,5425,O,Following
151721,5425,O,The
151722,5425,O,Team
151723,5425,O,Es
151724,5425,O,Inability
151725,5425,O,To
151726,5425,O,Travel
151727,5425,O,For
151728,5425,O,A
151729,5425,O,Qualifier
151730,5425,O,Against
151731,5425,LOC,Central
151732,5425,LOC,African
151733,5425,LOC,Republic
151734,5425,O,.
151735,5426,O,The
151736,5426,LOC,Burundi
151737,5426,O,Team
151738,5426,O,We'Re
151739,5426,O,Unable
151740,5426,O,To
151741,5426,O,Leave
151742,5426,O,They'Re
151743,5426,O,Troubled
151744,5426,O,Country
151745,5426,O,For
151746,5426,O,A
151747,5426,O,Preliminary
151748,5426,O,'Round
151749,5426,O,First
151750,5426,O,Legge
151751,5426,O,Mache
151752,5426,O,In
151753,5426,LOC,Bangui
151754,5426,O,Earlier
151755,5426,O,This
151756,5426,O,Month
151757,5426,O,Because
151758,5426,O,Of
151759,5426,O,'N
151760,5426,O,Heir
151761,5426,O,Bahn
151762,5426,O,Imposed
151763,5426,O,In
151764,5426,O,A
151765,5426,O,Recent
151766,5426,O,Sette
151767,5426,O,Of
151768,5426,O,internationally-sponsored
151769,5426,O,Sanction'S
151770,5426,O,.
151771,5427,O,The
151772,5427,LOC,Central
151773,5427,LOC,African
151774,5427,LOC,Republic
151775,5427,O,Qualified
151776,5427,O,Aune
151777,5427,O,A
151778,5427,O,walkover
151779,5427,O,To
151780,5427,O,Play
151781,5427,O,In
151782,5427,O,Grupe
151783,5427,O,Faure
151784,5427,O,With
151785,5427,LOC,Guiney
151786,5427,O,","
151787,5427,LOC,Sierra
151788,5427,LOC,Leone
151789,5427,O,And
151790,5427,LOC,Tunisia
151791,5427,O,.
151792,5428,O,After
151793,5428,O,Examining
151794,5428,O,The
151795,5428,O,Dossier
151796,5428,O,Of
151797,5428,O,The
151798,5428,O,Burundi-Central
151799,5428,O,Africa
151800,5428,O,Mache
151801,5428,O,","
151802,5428,O,Wiehe
151803,5428,O,Decided
151804,5428,O,...
151805,5428,O,To
151806,5428,O,Disqualify
151807,5428,O,The
151808,5428,O,National
151809,5428,O,Team
151810,5428,O,Of
151811,5428,LOC,Burundi
151812,5428,O,From
151813,5428,O,The
151814,5428,O,21st
151815,5428,O,African
151816,5428,O,Cupp
151817,5428,O,Of
151818,5428,O,Nation'S
151819,5428,O,...
151820,5428,O,As
151821,5428,O,A
151822,5428,O,Result
151823,5428,O,Of
151824,5428,O,The
151825,5428,O,Absence
151826,5428,O,Of
151827,5428,O,This
151828,5428,O,Team
151829,5428,O,From
151830,5428,O,The
151831,5428,O,Mache
151832,5428,O,","
151833,5428,ORG,CAF
151834,5428,O,Said
151835,5428,O,In
151836,5428,O,A
151837,5428,O,Statement
151838,5428,O,.
151839,5429,O,-DOCSTART-
151840,5429,O,Cricket
151841,5429,O,-
151842,5429,LOC,India
151843,5429,O,226-5
151844,5429,O,In
151845,5429,O,50
151846,5429,O,Overs
151847,5429,O,Vee
151848,5429,LOC,Sri
151849,5429,LOC,Lanka
151850,5429,O,.
151851,5430,LOC,Colombo
151852,5430,O,1996-08-28
151853,5430,LOC,India
151854,5430,O,Scored
151855,5430,O,226
151856,5430,O,For
151857,5430,O,Five
151858,5430,O,Wickets
151859,5430,O,In
151860,5430,O,They'Re
151861,5430,O,50
151862,5430,O,Overs
151863,5430,O,Against
151864,5430,LOC,Sri
151865,5430,LOC,Lanka
151866,5430,O,In
151867,5430,O,The
151868,5430,O,Second
151869,5430,O,day-night
151870,5430,O,Ltd.
151871,5430,O,Overs
151872,5430,O,Mache
151873,5430,O,Of
151874,5430,O,The
151875,5430,O,Singer
151876,5430,O,World
151877,5430,O,Series'
151878,5430,O,Tournament
151879,5430,O,Aune
151880,5430,O,Wednesday
151881,5430,O,.
151882,5431,O,-DOCSTART-
151883,5431,LOC,Canada
151884,5431,O,fast-tracks
151885,5431,O,Chinese
151886,5431,O,asylum-seekers
151887,5431,O,-
151888,5431,O,Report
151889,5431,O,.
151890,5432,LOC,Vancouver
151891,5432,O,","
151892,5432,LOC,British
151893,5432,LOC,Colombia
151894,5432,O,1996-08-28
151895,5432,LOC,Canada
151896,5432,O,Is
151897,5432,O,fast-tracking
151898,5432,O,Immigration
151899,5432,O,Applications
151900,5432,O,From
151901,5432,O,Chinese
151902,5432,O,Dissidents
151903,5432,O,In
151904,5432,LOC,Hong
151905,5432,LOC,Kong
151906,5432,O,Before
151907,5432,O,The
151908,5432,O,British
151909,5432,O,Colony
151910,5432,O,Reverts
151911,5432,O,To
151912,5432,LOC,China
151913,5432,O,Es
151914,5432,O,Control
151915,5432,O,Necks
151916,5432,O,Year
151917,5432,O,","
151918,5432,O,The
151919,5432,ORG,Vancouver
151920,5432,ORG,Son
151921,5432,O,Reported
151922,5432,O,Aune
151923,5432,O,Wednesday
151924,5432,O,.
151925,5433,O,The
151926,5433,O,Applications
151927,5433,O,Er
151928,5433,O,Being
151929,5433,O,fast-tracked
151930,5433,O,In
151931,5433,O,The
151932,5433,O,Cents
151933,5433,O,That
151934,5433,O,Wiehe
151935,5433,O,Er
151936,5433,O,Processing
151937,5433,O,Them
151938,5433,O,And
151939,5433,O,The
151940,5433,O,One'S
151941,5433,O,Hoo
151942,5433,O,Halve
151943,5433,O,Been
151944,5433,O,Referred
151945,5433,O,To
151946,5433,O,U.S.
151947,5433,O,Halve
151948,5433,O,Been
151949,5433,O,Interviewed
151950,5433,O,","
151951,5433,O,The
151952,5433,O,Newspaper
151953,5433,O,Quoted
151954,5433,PER,Gehret
151955,5433,PER,Lambert
151956,5433,O,","
151957,5433,LOC,Canada
151958,5433,O,Es
151959,5433,O,Heye
151960,5433,O,Commissioner
151961,5433,O,In
151962,5433,LOC,Hong
151963,5433,LOC,Kong
151964,5433,O,","
151965,5433,O,As
151966,5433,O,Saying
151967,5433,O,.
151968,5434,O,A.
151969,5434,O,Small
151970,5434,O,Number
151971,5434,O,Already
151972,5434,O,Halve
151973,5434,O,Preliminary
151974,5434,O,Indications
151975,5434,O,As
151976,5434,O,To
151977,5434,O,What
151978,5434,O,The
151979,5434,O,Disposition
151980,5434,O,Of
151981,5434,O,They'Re
151982,5434,O,Case'S
151983,5434,O,Er
151984,5434,O,And
151985,5434,O,Tso
151986,5434,O,Ay
151987,5434,O,Suppose
151988,5434,O,In
151989,5434,O,That
151990,5434,O,Cents
151991,5434,O,","
151992,5434,O,Ay
151993,5434,O,Guess
151994,5434,O,Wiehe
151995,5434,O,Halve
151996,5434,O,Givin'
151997,5434,O,Them
151998,5434,O,Sum
151999,5434,O,Preferential
152000,5434,O,Treatment
152001,5434,O,","
152002,5434,PER,Lambert
152003,5434,O,Said
152004,5434,O,.
152005,5435,O,Hee
152006,5435,O,Declined
152007,5435,O,To
152008,5435,O,C'Est
152009,5435,O,Hao
152010,5435,O,Many
152011,5435,O,People
152012,5435,O,We'Re
152013,5435,O,Being
152014,5435,O,Considered
152015,5435,O,For
152016,5435,O,Asylum
152017,5435,O,.
152018,5436,LOC,Canada
152019,5436,O,Es
152020,5436,O,Ministry
152021,5436,O,Of
152022,5436,O,Foreign
152023,5436,O,Affair'S
152024,5436,O,In
152025,5436,LOC,Ottawa
152026,5436,O,Had
152027,5436,O,Nau
152028,5436,O,Immediate
152029,5436,O,Comment
152030,5436,O,Aune
152031,5436,O,The
152032,5436,O,Report
152033,5436,O,.
152034,5437,O,About
152035,5437,O,80
152036,5437,O,Chinese
152037,5437,O,Dissidents
152038,5437,O,Er
152039,5437,O,Believed
152040,5437,O,To
152041,5437,O,Be
152042,5437,O,Living
152043,5437,O,In
152044,5437,O,Exile
152045,5437,O,In
152046,5437,LOC,Hong
152047,5437,LOC,Kong
152048,5437,O,.
152049,5438,O,They'Re
152050,5438,O,Fait
152051,5438,O,After
152052,5438,O,The
152053,5438,O,Territory
152054,5438,O,Reverts
152055,5438,O,To
152056,5438,O,Chinese
152057,5438,O,Reul
152058,5438,O,Is
152059,5438,O,Unclear
152060,5438,O,.
152061,5439,LOC,Brittain
152062,5439,O,Han'S
152063,5439,LOC,Hong
152064,5439,LOC,Kong
152065,5439,O,Bakke
152066,5439,O,To
152067,5439,LOC,China
152068,5439,O,At
152069,5439,O,Midnight
152070,5439,O,Aune
152071,5439,O,Joon
152072,5439,O,30
152073,5439,O,","
152074,5439,O,1997
152075,5439,O,","
152076,5439,O,After
152077,5439,O,150
152078,5439,O,Yours
152079,5439,O,Of
152080,5439,O,Colonial
152081,5439,O,Reul
152082,5439,O,.
152083,5440,LOC,Canada
152084,5440,O,Es
152085,5440,O,Minister
152086,5440,O,Of
152087,5440,O,Foreign
152088,5440,O,Affair'S
152089,5440,PER,Loyd
152090,5440,PER,Axworthy
152091,5440,O,Said
152092,5440,O,After
152093,5440,O,Meeting
152094,5440,LOC,Hong
152095,5440,LOC,Kong
152096,5440,O,Gov
152097,5440,O,.
152098,5441,PER,Cris
152099,5441,PER,Patane
152100,5441,O,Lass
152101,5441,O,Month
152102,5441,O,That
152103,5441,LOC,Canada
152104,5441,O,Mae
152105,5441,O,Grandt
152106,5441,O,Asylum
152107,5441,O,To
152108,5441,O,Dissidents
152109,5441,O,Hoo
152110,5441,O,Halve
152111,5441,O,Fled
152112,5441,O,To
152113,5441,LOC,Hong
152114,5441,LOC,Kong
152115,5441,O,From
152116,5441,LOC,China
152117,5441,O,.
152118,5442,O,Chinese
152119,5442,O,Official'S
152120,5442,O,Halve
152121,5442,O,Said
152122,5442,O,Such
152123,5442,O,Dissidents
152124,5442,O,Mae
152125,5442,O,Not
152126,5442,O,Become
152127,5442,LOC,Hong
152128,5442,LOC,Kong
152129,5442,O,Permanent
152130,5442,O,Resident'S
152131,5442,O,Since
152132,5442,O,They
152133,5442,O,Entered
152134,5442,O,The
152135,5442,O,Territory
152136,5442,O,Illegally
152137,5442,O,But
152138,5442,O,Halve
152139,5442,O,Also
152140,5442,O,Said
152141,5442,O,They'Re
152142,5442,O,Status
152143,5442,O,Wood
152144,5442,O,Be
152145,5442,O,Decided
152146,5442,O,Bae
152147,5442,O,The
152148,5442,O,post-1997
152149,5442,O,Local
152150,5442,LOC,Hong
152151,5442,LOC,Kong
152152,5442,O,Administration
152153,5442,O,.
152154,5443,O,-DOCSTART-
152155,5443,O,Ivorian
152156,5443,O,Journalist
152157,5443,O,Held
152158,5443,O,","
152159,5443,O,Ast
152160,5443,O,To
152161,5443,O,Reveal
152162,5443,O,Sorce
152163,5443,O,.
152164,5444,LOC,Abidjan
152165,5444,O,1996-08-28
152166,5444,O,'N
152167,5444,O,Ivorian
152168,5444,O,Journalist
152169,5444,O,Spent
152170,5444,O,A
152171,5444,O,Third
152172,5444,O,Dae
152173,5444,O,In
152174,5444,O,Custody
152175,5444,O,Aune
152176,5444,O,Wednesday
152177,5444,O,And
152178,5444,O,Investigator'S
152179,5444,O,We'Re
152180,5444,O,Demanding
152181,5444,O,That
152182,5444,O,He
152183,5444,O,Reveal
152184,5444,O,The
152185,5444,O,Sorce
152186,5444,O,Of
152187,5444,O,'N
152188,5444,O,Official
152189,5444,O,Document
152190,5444,O,Published
152191,5444,O,In
152192,5444,O,His
152193,5444,O,Newspaper
152194,5444,O,","
152195,5444,O,Colleague'S
152196,5444,O,Said
152197,5444,O,.
152198,5445,PER,Raphael
152199,5445,PER,Lapke
152200,5445,O,","
152201,5445,O,Publication
152202,5445,O,Director
152203,5445,O,Of
152204,5445,O,Ivorian
152205,5445,O,Newspaper
152206,5445,ORG,Le
152207,5445,ORG,Populaire
152208,5445,O,","
152209,5445,O,Was
152210,5445,O,Taken
152211,5445,O,In
152212,5445,O,For
152213,5445,O,Questioning
152214,5445,O,Aune
152215,5445,O,Munday
152216,5445,O,Over
152217,5445,O,'N
152218,5445,O,Article
152219,5445,O,About
152220,5445,O,The
152221,5445,O,Public
152222,5445,O,Prosecutor
152223,5445,O,And
152224,5445,O,Has
152225,5445,O,Been
152226,5445,O,Detained
152227,5445,O,Since
152228,5445,O,Then
152229,5445,O,.
152230,5446,O,Colleague'S
152231,5446,O,Said
152232,5446,O,He
152233,5446,O,Had
152234,5446,O,Been
152235,5446,O,Charged
152236,5446,O,With
152237,5446,O,Theft
152238,5446,O,Of
152239,5446,O,Administrative
152240,5446,O,Documents
152241,5446,O,.
152242,5447,O,Hee
152243,5447,O,Is
152244,5447,O,Being
152245,5447,O,Ast
152246,5447,O,For
152247,5447,O,The
152248,5447,O,Sorce
152249,5447,O,Of
152250,5447,O,His
152251,5447,O,Information
152252,5447,O,And
152253,5447,O,Hoo
152254,5447,O,Gave
152255,5447,O,Him
152256,5447,O,This
152257,5447,O,Confidential
152258,5447,O,Document
152259,5447,O,","
152260,5447,O,One
152261,5447,O,Colleague
152262,5447,O,Tolled
152263,5447,ORG,Reuter'S
152264,5447,O,.
